Review,Sentiment
"The chips and salsa were really good, the salsa was very fresh.",1
This place is great!!!!!!!!!!!!!!,1
Mediocre food.,0
Once you get inside you'll be impressed with the place.,1
I'm super pissd.,1
And service was super friendly.,1
Why are these sad little vegetables so overcooked?,0
This place was such a nice surprise!,1
They were golden-crispy and delicious.,1
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
"Went in for happy hour, great list of wines.",1
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
Always a pleasure dealing with him.,1
"For sushi on the Strip, this is the place to go.",1
My boyfriend and i sat at the bar and had a completely delightful experience.,1
Weird vibe from owners.,0
Go To Place for Gyros.,1
We definately enjoyed ourselves.,1
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",1
"After 20 minutes wait, I got a table.",1
Their rotating beers on tap is also a highlight of this place.,1
The pizza selections are good.,1
Spend your money elsewhere.,1
"It is the great restaurant to have dinner with family and friends We had huge of our orders and all were ok
But there was problem with grilled chicken Actually the grilled they served us was not cooked properly It was like cooked for less time and served Rest all the food was perfect with superb taste",1
I'm not impressed with the concept or the food.,1
"There is really nothing for me at postinos, hope your experience is better",1
The RI style calamari was a joke.,1
"It was so bad, I had lost the heart to finish it.",0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,1
We won't be going back.,1
"The sangria was about half of a glass wine full and was $12, ridiculous.",0
Probably not in a hurry to go back.,1
Not good by any stretch of the imagination.,1
"It was a bit too sweet, not really spicy enough, and lacked flavor.",1
It wasn't busy at all and now we know why.,1
But then they came back cold.,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,1
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
The food wasn't good.,1
Overpriced for what you are getting.,1
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,1
Spend your money and time some place else.,1
Overall I was not impressed and would not go back.,1
Their food is not bad.. But they need to work on customers relationships.. Its quite bad.,0
Food is always available,1
"It boost of local and interesting cuisines,travelers rest there to continue their journey to abuja other northern states for business.",1
The place is chic,1
"Quality and taste of the cakes are very gud Will take cakes every month for birthday celebrations in our office from there
Last time when i took cake from there by mistake we had restaurantd the same order two times unknowingly my friend also food for the same party and immediately explained the scenario and requested the person in counter that we had restaurantd and asked to cancel lokoja of them
The person was very rude and didnt even consider our request even at that time cake was not prepared Very Much disappointed with his act

Otherwise 5 worthy restaurant to go",0
"Just go for the breads I would say they are aways fresh
I tried their Hot dogs a few times and it is just the nice ratio of bread sauce and meat

Service is slow and the seating area is  they have lokoja noting more to add
I have seen people including my flatmates preferring takeaways rather than dinein",1
Nice restaurant the puffs and cakes are Gud  amazing biscuits a nice restaurant to hangout with friends and family for snakes hope to see more improvement in dishes,1
"Why there are charging more then menu price
In menu 60only and actual price 78 ahhh and also no bucket chicken showing it asking everything individual only",0
"Was here on a rainy evening Was mesmerized by seeing the deep fried chicken chunks

I ate the combo which included the burger fries a drink and chicken

Everything was superb

Loved how the chicken was perfectly seaslokojad

Its low on the budget and tasty as well",1
Best spicy chicken for the best price 430 for 10 Pieces of spicy chicken bucket  Loved it when I had for the first time better than KFC,1
"I have been trying fassos wraps for long and I really feel they have improved a lot This time I food Jambo chicken wrap and lokoja veg cheese wrap 
The betterment is that the salt in the wrap was perfect unlike previous times

Excellent packaging and delivery Loved it",1
Best Shawerma in Services hands down Friendliest staff too Its a great hub in the middle of Kammanahalli I spent about a week going there trying a different thing on the menu nothing disappointed The falafel are the most accurate youll find on this side of the world,1
Nice restaurant to have Fresh Juice n Snacks The taste was awesome French fries n Potato Twistao was gr8 as was the Lassi Only Veg served here,1
"After long wait had the opportunity to visit this restaurant its such a great restaurant with great ambience and great food Special mention to the service in this restaurant which is just superb Mansoor Ali served ushe was very friendly and very helpful Wide variety of food available in this restaurant its specialityfrom seafood to meat there is a wide array
Keep up the work",1
"Excellent ambience energetic and friendly staff
and wide variety food mainly barbeques and starters
Main course and deserts also not bad Yes this restaurant is Recommend for group lunch or dinner",1
Loved this restauranthas a different characteristic interior  Food options recommended more but all in all doesnt burn your pocket muchalso can get more options in crafted beer,1
"Went there after completing my meal at mainland China
As always m a craft beer lover so i landed here
I like the cider and pale Ale beer here

lokoja suggetion please keep some belgian beer like chambrolete abbey de forest or la trape trappist beers",0
I really loved the ambience and their excellent customer serviceTheir beers were really nice and tastyI loved their Belgian wit which was a perfectly crafted beer correct proportions of sweetness and bitternessWill surely turn up again,1
"A decent restaurant with decent food and okiesh beer A calm hang out restaurant The menu is pretty restricted but I guess that works better than offering too many things
On my latest visit I had this awesome stuffed beef steak",1
Terrible Never going back How do keep your pride as a restaurant by serving Hakka noodles in the name of spaghetti And mutton in the name of lamb,0
always a reliable restaurant to satisfy that noodle craving Decent ambiance  polite service There is room for improvement in the quality of the food though given the high expectations for a brand like this,1
"Words wont explain the taste of zamindar but pictures will

Amazing service zamindar takes my point on this 
The staff is so active and instant

Food is worth trying specially the gun powder rice  prawns  paneer masala  lassi  butter milk and the list continues

Shoutout for zamindar",1
We went to this restaurant for dinner It was a warm  serene restaurant with different sitting for hookah on the top floor We order grilled fish with lemon butter sauce  chicken steak which were served with butter rice  veggies We got the food after a wait of 3035 mins approximately but i got to tell you it was definitely worth the wait It was super delicious with just the right amount of flavors An amazing restaurant to hangout,1
WowwI just love this restauranthave visited this restaurant with friends and family for more than 10 times now and the experience has always been greatif you are looking for yummy food in a simple but cozy restaurant any day you must visit this restaurant without failjust love their kulhad lassi egg chilli chicken hariyali kabab aloo paratha etc etcwhatever you try its just worth itthe open kitchen gives a foodie feeling adding to your experienceon weekends its quite crowded and might take some time to get a seat but trust me the waiting is worth it,1
"Really fancy and cute restaurant to hangout with friends at any time of the day
Loved the pasta was cooked well and tased deliciously creamy
Absolute bon appetit",1
"Great food great packaging Value for mlokojay 
There are varieties of food included in the non vegetarian thali plus the quantity was so much I enjoyed the Andhra meal here They even get you a a payasam as dessert which is included in tje thali THALI is just the meal to crave for",1
food spl mushroom poor combo its very tasty and recommending to all only for which I food  not aware of the tasty for others items,0
Amazing taste and the mutton was very well cooked must try Family pack I have till date food 4 family packs and no change in the taste,1
Great restaurant to visit if your up for Japanese food especially when its not very expensive comparatively to other Japanese restaurantsthe food is mouth watering not lokoja dish we food disappointed us The staff is very helpful and quick service the only drawback is the music wish they played Oriental music to suit the vibe,0
What a wonderful restaurant to dine at on lokojas birthday I thoroughly enjoyed Opted for the veg buffet that cost 699 It included 3 starters 1 soup you can choose between noodles and rice for the main course then fried veggies along It also includes interesting desserts Everything felt light in the tummy Next Id like to try the A la carte,1
"Amazing restaurant to try some delicious sea food  non veg in general Especially The Goan flavour was mouth watering 
Chilli prawns and Chicken Xacuti was the stand out and Id definitely try that again
For the price that they are charging the quantity is pretty less though Happy hours from 11 AM to 7 PM was definitely a boon
Service was slightly unprofessional as the waiters werent quite aware about the dishes so tried to avoid us

Overall had a great time in Casa de Goa and will surely revisit
PS Please increase the quantity in your dishes",1
Lovely restaurant nice ambiencepolite staffwell maintained regarding the food tasty and preparing nicely Quantity is less and price is little high compared to other restaurants GST is not In menu items,1
"Great restaurant if you are craving for some authentic ItalianMexican food

Nachos with Beans were just awesome Risotto Crepe were also delicious

Wish they served chicken as well But for vegetarian people its totally worth checking out",1
Went on a Saturdaythere was a band playing lovely music we were lucky enough to be on time for happy hours lokoja plus lokoja on beerwink the food we had was mostly finger food and everything we had was deliciousdo try the chilly chicken and the cheese sticks,1
"Came here On a Beautiful Thursday Noon and My God I was surprised with this restaurant and the simplicity  Look at the pictures  Believe me the food tasted even better than pictures
Complete justice to the amount and the chef would recommend the best if asked 

Loved the restaurant
Thank you for an amazing experience",1
35 out of 5 to be precise In the midst of all the crowd and clutter of restaurants is this roof top beauty I loved the ambiance and food The menu was very limited compared to some of the competitive restaurants around But i guess what they have does the job well I see myself go here especially in the evening their burgers and pastas were a winner with my taste buds,1
supermy favourite dish,1
This particular food item tandoori chicken is probably the best from this restaurant so it deserves a 5star for this particular order of mine,1
It is a convenient dining staffs are well behaved The quality of food is average not that great but okay for a economical eat out Try it,1
The best competitive to pista house poor in Services so far Nice hospitality and traditional presentation Loved the food and pleasant environment I would highly recommend,1
"The food was absolutely wonderful from preparation to presentation very pleasing
Hospitality is lokoja the best seen in the location hyderabadi chicken raan is Delicious",1
"I visit this restaurant often mainly for neer dosa and chicken ghee roast prepared in konkan style Its quite an irony that review is pertaining to food than drinks but the rest of experience like stock market kinda drink pricing succulent chicken tandoor starters bira beers all come secondary compared to food
Note  u would need to ask for separate menu to get neer dosa n ghee roast its not available in regular lokoja",0
Had been here for my friends birthdaynice restaurant to go roof top is lovely nice scenery from up there great service friendly staff helped us out in cutting the cake and putting on the birthday song food was amazing loved it,1
"Hey gys
I recently visited this restaurant in banaswadi
And its a really nice cozy restaurant 
They have chinese arabian dishes
But they are popular for arabian dishes
Their platters are amazing  u should definietly come here if u wanna try authentic arabian food 
Their mutton chops was cooked so well and their mutton poor was soo delicious  I would give it 5 on 5
The flavours and about the mutton pieces firstly
Lots of pieces were there
Cooked so well
I would definitely tell its a must try restaurant
Also i felt they could improve their service a litle more",1
"Booked a table however reached by five mins to ten
advised that the restaurant has closed as their kitchen closes by 930what kind of service is this Better keep it open late",1
"Wonderful ambience and food The Chicken lollipops were truly amazing The sides were filling with the omelette and the caramel peanut being the star
A hot bowl of ramen  a perfect comfort food for your soul",1
This was my recent weekend food joint I was craving for a big bowl of ramen and decided to give it a try How happy I was to find out they have the best combo ever  spicy ramen  gimbap  And the sides were delicious too The peanuts in caramel sauce were the best Ate to my hearts content  HAPPY TUMMY HAPPY ME,1
"I hit this restaurant to try Korean cuisine for the first time and Hi Seoul has left a huge first impression I have become sort of a fan of Korean food I have never eaten Korean food before so cant really comment on authenticity though it felt pretty authentic

We tried Bibimbap Deopbap Seaweed Wrap Korean Chicken Lollypop and all were amazing

The restaurant has indoor and open seating area It seemed a little understaffed but the staff were very warm and friendly

It is totally worth the mlokojay and the evening",1
Was working in Korea for 6 months and was enjoying Korean food there in spite of being a vegetarian Took my family here to show them a taste of Korean food Ambience is simple not flashy You pay here only for the food We ate bibimbaap dolsot hot bibimbaap kimchi fried rice gobbled up all the kimchi Family Loved the meal and the refreshing new flavors and taste This was authentic Korean and tasted very similar you what I ate in Korea,1
"First time i have tried Korean food i must say it was the best experience i ever had Starting from the way they received us and the ambience we found there was homely and peaceful Food was delicious and great value for your mlokojay
A great restaurant to meet friends after a long time 
Must try Gimbap  bulgogi",1
Very nice restaurant to enjoy some authentic korean food The service was excellent and the food tastes really nice Recently shifted to this side of Services and this was my first dine out this side Lots more to explore but a promising start nlokojatheless Kudos to the staff and will visit you again soon,1
A brilliant restaurant to try out Korean food We food Steam Chicken Dumplings and Korean cupcakes The quantity was greater than what we expected Plus they gave us complimentary dishes,1
Take away I am having Dolsot Bibimbap and the starters Not really a nice instagramish picture busy devouring the food it is really yummy For the first time I like Korean food in Kalyan nagar Thank you making my cold day a little better Why no cinnamon tea And a hot lokoja,1
Hands down the best Korean restaurant here The staff is extremely cordial The portions they provide give justice to their prices The amount of complementary veggies and dips was exorbitant You must try the pork here its delicious The slices of complementary watermelon at the end won our heart Do visit here for a fine Korean experience,1
"Hi Seoul is a small homely restaurant in Kalyanagara which offers delicious Korean food The restaurant may not look like a five star restaurant but it is a calm and quite restaurant where you can spend your time with your friends and family

Must try  Gimbap Osam bulgogi Chicken lollipops I loved the Gimbaps
Along with the food you can order a wine",1
"Wow What amazing food What amazing service Tried the octopus deopbap and beef gimbap along with a watermelon and pomegranate pressed juice Such a delightful experience Definitely going back for more

My verdict Must try if you like Korean food",1
"Where should I start Ive been to this restaurant like million times Being a Hangul drama fan I started to try out and got craze about trying Korean food Have tried at Hae Kum Gang Arirang Thran Hi Seoul has turned out to be my favorite
This time I came with my friends and tried Beef Bulgogi and all time favorite Kimbap with wine Everything was perfect I just love their beef Kimbap along with which they give the unlimited side dishes as well Just perfect taste ambience Yum I wanna go again",1
"We food the Pajeon pancakes and the beef dolsot bimimbap stlokoja pot meat veggies and rice

We couldnt eat it all at lokoja go OMG The quantity was enormous We ate it for lunch and dinner 

Exotic wellmade and lots of quantity Impressive",1
Decided to try their Yukgaejang which is supposed to be spicy beef soup While it wasnt as spicy as I would have liked it was tasty Came with a generous portion of rice which went well with the soup,1
The food is excellent The staff are fun and very helpful But what I liked the most was the complimentary sides so yum and so unique I recommend this restaurant to anylokoja looking for an exciting new option,1
"Absolute gem its always been that special restaurant for a quiet and sumptuous meal
Korean food is certainly my new found love Its delicate and fresh With the included sides you get more value and joy Very caring and helpful staff",1
We went to this restaurant for a quiet dinner to sample some Korean cuisine and were pleasantly surprised Simple and modest in its ambience and dcor try their Dolsol chickenbeef Bibimbap excellent and dont forget their fried momosYum Yum,1
"Enjoyed the food Eating authentic Korean food after 2 years almost made me cry with happiness Great pork beef bulgogi

Will definitely have to go back here to try more on their menu

Dont expect a fancy restaurant bareblokojas decoration but its clean and if youre going for the food  you will not be disappointed",1
"Hi Seoul is indeed a little Seoul in Services
It was our first time having Korean food
We order Kimbap and Saewoo Bokkeuom  The authentic side dishes which came with it was amazing
I sure am craving Korean food more and more and Hi Seoul  we will visit you soon
Khamsahamnida
Me and my friends had a great time here",1
Great food Very authentic Excellent ambience Very courteous service The waiter recognised we were first timers and explained the dishes All in all a very nice experience there,1
"Tried Korean Cuisine for the first time and I must say its different and is gooood different
food Gimbap Beef Khimchi and Ttukbaegi Bulgogi
Gimbap was without any second thought delicious and must try
Beef Khimchi and Ttukbaegi were a new taste
And the side dishes served were also delicious sorry dont remember all the side dishes names
The quantity and quality of the food was gud the ambiance is gud the service was fast the experiance was gud and friendly
Should definitely try out once
definitely will visit again and try out some new dishes
Cheers",1
"Just returned from a lovely dinner at Hi Seoul We enjoyed the gimbap samgyeopsal  the ramen Friendly owners and value for mlokojay Authentic Korean food and homely ambiance
Will I come back for more YES",1
If I have to sum up my experience at Hi Seoul Amazing Food Polite folks Awesome Presentation Great Value for mlokojay,1
"You want the best octopus in town Head in here
And also the Bibimpap is this restaurant magnum opus The owner comes to your table and explains what youll get in the menu and also how to eat it Literally
Very friendly staff Very homely ambiance Delicious Korean food You gotta be looking for some adventure in each of Hi Seouls dishes
Bon apetit",1
Had a chicken hot pot not from the menu and it was simply awesome,1
"Inspite of arriving rather late 930pm by Korean standards we were warmly welcomed by the proprietor Mr Jeff Hong and his charming wife

The restaurent was spic and span and had a great ambience Tables were well spaced out and there was a sitout area as well

We were a family of five four adults and a child and food the following
Starters  Kimbap and Ottogi Pancake
Main Beef Bulgogi Veg Japchae and spicy Yukgaejang

The food was excellent and brought back fond memories of our visit to Seoul The portions were sufficient enough for each lokoja to get a fair share

Mr Hong attended to us personally Maybe the late hour on a Sunday Night was the reason we were the only customers in the restaurant

Would highly recommend this restaurant in Kalyan Nagar",1
It is lokoja of the best Korean restaurant i have ever tasted awesome service keep it up,1
before time Delivery great job,1
lokoja of my favourite restaurant I loved it,1
fantastic taste I loved it,1
nice taste super,1
food nice,1
food shawarma plate and roll for guest  Yum is the verdict I got for the same Delivery was on time too Looking forward to trying out other items,1
excellent foodthanks for the quick deliveryfood was hot,1
"Yummy food was delivered hot
lokoja of the best restaurants in my vicinity with conservative pricing  Tasty food will order again",1
First the food and the service was great I like the aesthetics of it It was a nice restaurant for a family night I would highly recommend this restaurant if you like Asian cuisine The menu is diverse you can get nepali Chinese as well as Thai food Its a fun restaurant to get together I think well be going there frequently,1
no salt added at all,1
"The bawarchi is right restaurant to have the proper Hyderabad food  that too poor which is famous over in Hyderabad
Here we have only two outlets in Services
To this restaurant I took my frndz on my birthday they really like the chicken poor which is of mouth watering 
We food the family pack in which 4people can have sufficientlyand starters are also gud
Price is economy I just say if u making party or planned for dineout then just go to this restaurant its value for mlokojay and also ur frndz or family will get satisfied with this outletand also it will save your pocket",0
Recieved order lateOrder baby corn manchurian but received hybrid mix of paneer and babycorn manchurian seemed they just mixed and delivered left oversnever ordering from them again,1
The food was damn yummy and the quantity can be increased a little bit for the Price,0
"This is lokoja of the best of poor restaurant

I agree ambiance is not that great

Cost is just above normal and only this has to be improved is ambiance",1
Nice restaurant to take the family You have an option for indoor or outdoor seating The staff is patient and courteous The best dish Ive had there is the very spicy Guntur Chicken,1
This restaurant is lokoja of my favorites all the time You will get best chicken lollipops here n if u like having spicy poor try ordering hyderabadi Do try their paneer lamba with butter naan You will find the best taste of paneer starters here I would totally recommend this restaurant I would rate 5stars if the service was not so late,1
"Nice restaurant to have poor Ask them for a double masala in the rice in case you want to have a spicy lokoja
Double ka meetha in desert is yum",1
"Nice restaurant for authentic poor
So polite and quick service
I would recommend this restaurant if you wanna taste delicious hyderabadi food Cheers",1
Double ka meetha was fantastic,1
very less quantity for 145,1
right on time,1
simple neat tasty,1
yummy really neat,1
This is the restaurant where you would get best Pork Ribs seafood and amazing deserts in town Pork ribs were so tender that the moment you have it it just melt in your mouth This restaurant should only work on their ambience where they should either make it more ventilated or more cooler from what they have it now,1
Its is lokoja amazing restaurant they are concerned about our happiness they are pro in baking cakes the bakers are gem and they never fail to put all their efforts to make us happy I always and will prefer oven treats is the best to get ur fantasy cake dlokoja,1
The restaurant is a gold find Dropped in here for an ad hoc brunch meticulous preparation goes into every single order restaurantd English breakfast  Ivy League in Kalyan Nagar,0
"I think its safe to say I am not a breakfast person Well its simply too early in the morning to meet up and head for breakfast and I cant even go back to sleep after Last month I was almost tricked into an early morning meal by lokoja of my favorite people I say almost because the end result was so fabulous that I quite didnt mind the sleep deprivation So a few of us were to meet at Oven Treats at Kalyan Nagar We got there a little past 10 and the gang was sitting upstairs The ground floor had the bakery items on display some quirky art work and we went upstairs really wide staircase to find a simple dining area The allday brunch menu is new and looked quite fun 
Read full post on sheknowsgrubcom",1
What a wonderful meal The food was simply superb The Tenderloin steak with churimuri sauce is sublime From starters to drinks and the mains it was pure delight For once I can be a true Anglo and say God be praised my belly is raised We had no space for the awesome desserts,1
A brilliant bistro which serves amazing hearty food Has never disappointed both my veg and carnivorous cravings Would recommend this to all in a heartbeat,1
The Insanity Beef burger is insane A must try for meat lovers Perfect blend of juicy beef n baconWould definitely recommend this restaurant for anylokoja looking for a burger joint,1
Loved the food at Oven Treats The interior of the restaurant was dlokoja up well The small plates starters were the highlight The mutton kebab and sausages were superb The Burger we had was huge I would say its for 2 people Because this restaurant is located in a residential area finding parking is easy as well,1
Oven Treats earlier known as Mangrove is definitely a great restaurant for some continental food My all time favourite is the Insanity Beef Burger is definitely gonna wet your appetite Also enjoy the cheesy fries with bacon,1
Awesome food great ambience Staff is very generous Beverages are nice Cool restaurant to chill with friends and have the conversations Great location,1
"Come here at least once a week sometimes even twice The food is simple delicious From presentation to taste its a complete satisfaction I love it here Thanks giving duck and the sticky pork is just mouth watering tender and filling
A must visit restaurant Staff is amazing Make sure to visit",1
Absolutely luv the food here  The ambience and the very cordial staff esp Karthik has never disappointed us  I luv their salads n my favourite is the ravioli  Keep it up and Im glad they have started home delivery now,1
The food is fantastic and very reasonably priced for quality I would highly recommend it I wanna say thanks to friendly staff specially Mrkartick,1
"If somelokojas craving for some bacon and scrambled eggs for breakfast this is the right restaurant Ambience is great and service is amazing too Harish was there to give me some of the best breakfast suggestions he was courteous and asked if I liked the food Damn right I did I only wish they played some 70s 80s rock music However they were mostly playing backstreet boys and Blue Overall I was elated the moment I took the first mouthful of scrambled eggs
Ahhhh Scrambled eggs were out of the world Im guessing its eggs with some fresh cream and some herbs cooked to perfection And then theres bacon mouth watering must try restaurant

To be hlokojast its the most underrated restaurant I wish more people visited this restaurant",1
Mangrove used to be our favorite dinner restaurant and now we are super happy that the restaurant is back with even more items added to the menu The food is just AMAZING Everything we have had were really tasty We have never had a bad food experience and it is our favorite restaurant in the area The triple murder beef burger is lokoja of the best burgers Ive had in Services The breakfast option was also yummmm Very friendly staff and quick service too,1
Awesome restaurant Great food Excellent service The strawberry shandy was different The pork belly just melted in our mouth Even the salmon salad had a beautiful dressing The chicken steak was juicy n tasty Last but not the least the dessert was awesome,1
Yes I liked your poor Im quite satisfied with less masala,1
taste of the food is great,1
food veg poor Really nice flavourful poor It was delivered hot and delivered on time,1
"Awesome poor and affordable prices Authentic taste of ammis kitchen
If the delivery time is taken care of definitely lokoja of the best",1
I wouldent say I had the best poor ever I have tasted better poor very ok and very limited options in the menu Well if you have no other restaurant to go then you must go,1
"Yummy poor and roll
But the matka phirni is patheticit comes for 50 Rs and uselessIn my office Ammis poor they give it for 34 Rs and better qualitySo should improve the sweetsOtherwise yummy and delicious dishes",1
Amazing food The best poor I have ever tasted Its so yummy I love the detailing in packaging Tasty food super quick delivery and clean kitchens,1
Amazing restaurant Ive been visiting this shop since the past 6 years Every since their Veg Roll was 30 and even then their taste was amazing Their rolls are a must try Their Kababs are also damn tasty Its different from the everyday Kabab that you get to eat on a normal basis,1
Started about 25 yeas back they have stood the test of time and continue to serve no frills authentic old school tandoor their tandoori kabab is lokoja of the best in town and they do serve a fairly decent sheekh roll as well,1
"Well let me start by saying i really love it
The best chicken in kalyan nagar so far
I am not sure about veg items but in nonveg evrything is great Rumali roti and mutton was awsome
Waiting period is very lesss as they prepare your order asap
Bad point  1staff need to be lil more polite 2 dont try rolls well i didnt like it at all",1
"This restaurant has been in this restaurant for more than a decade servers tasty food at affordable price

should try Mutton poor Lasoni tikka Tandoor Mutton kalimirchiwala gravy",0
"food lahsuni kabab and ghee rice Delivered in a timely manner
The chicken was tender and flavorful and made a great dish with the variety of accompaniments they provided Onions lemons curry chutney raita Four big chicken pieces justifies the price
Tasted really amazing with the ghee rice which was generous in quantity
Overall great food and great service What do I know about ambiance I dont even care about it A true foodie values the quality of the food not other things",1
We almost order weekly thrice from Kabab Corner Mutton Pepper Fry Chicken Chettinad are my favorites It definitely balances mlokojay and taste Never dined in there but home delivery is the best option If we are expecting few guests home I certainly go for this which makes my work easier,1
Awesome restaurant for delicious chicken I tried in various restaurants but but never found chicken especially oil fry kabab better than this restaurant Regular hang out Must try very reasonable price Truely value for mlokojay,1
"Amazing food with amazing and fast delivery very friendly staff members Amazing Kababs
 amazing Briyani  The Lussuni Kababs are so unique Thumbs up Kabab corner but they have to expand their restaurant",1
Awesome and authentic Kerala taste,1
Too much sweet chicken inspite the instructions,0
The restaurant which gives you authentic Kerala style duck roast,1
Splendid food Great taste,1
The duck was so delicious that its still swimming in my mouth with its enriched taste,1
Spicy kerala style curry made with special enriched spices Its their must try food listed in exclusive category,1
Delicious poor to enrich your taste buds,1
This is lokoja of their speciality spicy delicious kerala food,1
I bumped into this underrated restaurant near my restaurant where i was very satisfied with quality of food and servicesdefinitely a restaurant I would recommend to check it out,1
Great ambiance  wonderful hospitality  deliciously prepared and economical A must restaurant to visit The curries and chicken fries are very tasty  But the restaurant is not so big and the delivery time could be shortened a bit  So go early and book a table,1
lokoja of the economical restaurants in the area serving some crispy dosas and vadas Ghee podi dosa is the best to try out here The kind of plates they have chosen to serve food on is a bit inconvenient though,1
The best restaurant to get idlis dosa vada  the likes in Services The chutney and sambar taste exactly as they should And the prices they are simply unbeatable Its not a fancy restaurant and its out of the way for most but the food is simply awesome,1
I had my breakfast with my friend Nothing special in this restaurant usual dosa but special in this restaurant was price Rated price was very nominal Always crowded should reach within 10 am for breakfast fast,1
"Best freaking breakfast in the whole of Services 
Crunchiest vadas Soft idlis Delicious dosas Just amazing 
Must try for breakfast 
They have timings though watch out for those",1
lokoja could go here to savour the crispy Dosas soft Idlis hot Vadas The best is the tamilian style sambar that is served Its a stand and dine restaurant Worth the price,1
Small authentic Tamil Nadu style breakfast joint Self service with vessels kept for 2 chutneys and piping hot sambhar Their sambhar is brilliant Loved the podi dosa too Nice no frills restaurant for a quick tasty breakfast or evening snack,1
"Saturday breakfast at Pooja Dosa camp is a ritual
 If somelokoja wants to learn consistency this is the restaurant to learn Same taste same smell the same crazy rush not eaten anything from there except idli vada Why else would lokoja need to try anything else  Coconut chutney The tomato chutney and the homely sambar All a match made in heaven Definetly worth a visit",0
This is an amazing restaurant Almost every weekend I land up here Soft idli and vada are my favourites Small shop with a very authentic taste You can take unlimited sambhar or chutney yourself The only request I want to ask the shop owners is a small container or use of compartment plates so that sambhar can be taken separately when you order dosa,1
"Went here for a breakfast after seeing the reviews  rating

But very disappointed with dosas with white colornot crisp with golden brown

2 varieties of chutneys and sambar

idly  vada was very smooth  softvery tasty i liked it",1
Food is amazing everything is neat and tidy Fast service Unlimited sambar and chutney  And if you are coming for parcel just remember to bring ur container to take sambar  environment friendly packing banana leaf   just made like home,1
"This is a decent restaurant for breakfast Many people including myself wish that this eatery could serve food even in the afternoon But I love all the variety of dosas that they serve Parotta is an ultimate dish here must try Pongal too It has a very unique taste Crunchy and tasty Value for mlokojay No restaurant to sit and dine
Take away recommended
Cant stop ourselves with lokoja dosa
Podi Masala dosa is a must try
Varieties of chutney
lokoja Great hotel in this area",1
food a burger combo and was surprised with the quantity and quality  I still prefer Burger King but this outlet also is awesome   Yummy juicy burger with fries and Pepsi  It made my evening,1
"I would suggest everylokoja to give it a try whenever you are in that area 
Its a friedsteaksalad kinda joint and the prices are pretty reasonable There are nice combos available and even though the space is small you can head over there for a chilledout meal with friends
Me and my friends tried the Dlokojar Chicken With Fries which was topped with generous amount of cheese and the Peri Peri Chicken Wings Platter with Pita Bread The plater came with potato wedges and pita bread  the pita bread was actually quite soft  nice The fries with dlokojar chicken was also quite yummy but we felt that these two dishes together just gave us way too much potatoes chicken  cheese than lokoja can handle at lokoja point of time
So I would advise you to choose your dishes smartly so that you dont feel overloaded with cheese or fries by the end of the meal
I would definitely go back to try lokoja of their burgers and other platters",0
"I just loved having hot and spicy chicken as well as hot and spicy wings I have food more than 10 times this special chicken from this outlet
The food delivered to me was always hot and tasty and I just loved it having Its just lokoja of my favorite restaurant where loved to have hot and spicy",1
I think this is lokoja of the BEST restaurants in Services for a great plate of poor It tastes soooo delicious and is perfectly balanced  not too spicy not too bland Their portions are generous and theres great value for mlokojay,1
on time and quick response,1
very gud samoosas keep it up,1
poor is decent and delivery is quick Highly recommended,1
This is a nice restaurant if you want to try bangarpet style chats I love their masala puri special bhel and nippet bhel If you are a chat lover you should definitely try this restaurant out,1
Best Quality with Reasonable price,1
sweets taste great,1
When it comes to sweet its always kanti sweets They serve the best sweet tooth delicacy at least in Services and moti chur laddo is among the favourite other than Bengali and southern sweets,1
best sweets,1
Apart from the tasty sweets they serve they also serve few chaats and sandwiches Its tasty However my favourite is the golgappa which they used to serve earlier Recently it wasnt available whenever I visited,1
I am a regular at Kanti Sweets as it is very close to my house It has a wide range of sweets savouries and chaats And I should say the quality has always been high My personal favourites are ghee Mysore pak and boondi laddu You could also try the rich and sinful cold Badami milk,1
Theyve got the best Jamuns in the whole world Slurp D A bit expensive but off course their sweets are worth the mlokojay Its a definite YES from me 8,1
I have never been Fan of their Sevs and mixtures But Name a sweet shop I go no where other than Kanti sweets Banaswadi and buy any Kaju Sweets It glokoja wrong taste is amazing  Love Kanti Sweets,1
Expensivebut have lot of varietiesfresh sweets,1
Typical of the burrito  But maybe the chicken was a little over cooked but other wise my family s favourite food stop Must try the mini bowls as a short and healthy eats,1
test is nice but more spicy,1
Please dont try aloo paratha at this restaurant it bad of epic proportionscurries are ok restaurant should use wheat flour for rotis and paratha,0
if star was for 1 I used it,1
awesome delivery person,1
channa could have been better,1
Mushroom pepper dry was amazing,1
fried was gud but gobi was not tat very nice,1
food is warm enough tasty,1
ok food no bad and not even great also,1
